0,-300931,-502989,-240485,-363755
1,-279115,-511361,-195821,-374857
2,-280653,-507923,-196645,-376501
3,-299877,-509059,-228475,-375389
4,-311585,-513831,-250725,-380869
5,-284049,-513773,-196475,-376733
6,-288453,-516585,-204849,-382027
7,-298255,-510317,-233165,-376385
8,-310841,-513351,-249409,-382747
9,-289667,-519195,-202611,-386771
10,-297891,-524861,-212999,-396437
11,-305925,-513601,-236075,-383957
12,-299995,-499065,-241631,-373065
13,-281687,-510655,-192635,-375781
14,-280217,-508867,-198799,-379825
15,-297723,-507403,-224635,-381881
16,-309021,-508801,-248447,-375059
17,-280251,-510587,-195707,-374891
18,-287367,-517047,-206479,-386905
19,-305551,-513073,-236439,-381797
20,-311555,-510085,-248413,-371173
21,-285487,-513159,-196961,-373333
22,-288625,-515149,-200023,-386337
23,-300519,-510639,-226729,-377433
24,-308531,-515133,-245631,-380045
25,-286965,-519275,-202779,-379937
26,-283829,-519199,-197879,-389051
27,-298181,-512539,-226837,-377269
28,-308325,-511747,-246385,-379517
29,-289507,-521629,-200857,-376587
30,-287613,-514959,-193191,-376963
31,-291367,-504137,-214643,-365855
32,-306609,-513015,-241523,-375219
33,-283059,-515681,-192993,-376865
34,-286333,-514899,-192745,-383771
35,-309591,-520509,-232821,-384353
36,-314569,-517245,-247539,-382247
37,-289293,-520581,-201277,-383855
38,-287291,-516569,-200161,-383147
39,-298659,-512247,-224927,-377407
40,-310803,-511483,-250759,-377851
41,-286891,-517997,-196905,-381527
42,-287523,-516711,-199145,-386225
43,-294855,-508125,-220413,-375015
44,-310511,-514621,-250481,-377541
45,-291279,-519331,-205611,-383971
46,-285313,-512865,-192561,-378173
47,-297417,-511405,-225631,-377395
48,-305663,-504293,-241093,-362069
49,-283945,-508979,-198671,-374807
50,-281619,-509907,-193509,-378489
51,-293359,-504067,-215653,-373299
52,-302729,-501367,-244395,-371407
53,-292655,-518831,-205241,-379245
54,-284679,-515411,-197321,-386205
55,-289459,-499119,-213535,-361651
56,-302517,-507131,-243655,-370773
57,-281467,-507993,-198093,-372289
58,-268149,-498697,-180361,-366431
59,-289423,-503337,-215237,-370367
60,-310911,-512495,-245531,-376655
61,-281973,-510949,-190427,-371261
62,-280713,-513195,-195113,-379831
63,-293849,-506573,-217971,-372465
64,-304091,-507079,-240797,-370751
65,-285083,-515381,-203883,-382061
66,-289449,-522171,-201843,-392393
67,-310523,-523591,-236433,-392445
68,-308419,-510423,-247153,-376523
69,-286005,-514327,-205095,-374905
70,-279703,-516429,-195693,-381493
71,-303431,-519547,-233673,-383369
72,-322685,-526299,-251943,-384079
73,-287793,-513965,-208989,-379155
74,-280459,-509243,-198711,-384655
75,-299685,-506955,-228993,-378575
76,-310937,-506057,-245509,-370027
77,-302181,-520649,-212365,-380821
78,-288955,-515023,-199595,-384277
79,-303975,-513463,-226555,-381681
80,-317865,-513705,-256283,-381113
81,-299501,-522193,-210769,-382349
82,-286891,-516523,-195439,-382645
83,-303563,-514383,-222615,-382483
84,-315397,-513461,-251931,-379187
85,-297727,-521639,-214503,-388475
86,-299251,-528383,-209299,-399845
87,-304605,-519489,-227763,-387011
88,-322381,-520281,-254845,-383941
89,-299461,-522839,-214105,-382401
90,-297877,-527945,-209085,-394915
91,-306151,-516487,-230357,-380219
92,-313281,-513503,-253949,-376855
